"","Vaccine","Geography.Type","Geography","FIPS","Season.Survey.Year","Month","Dimension.Type","Dimension","Estimate....","X95..CI....","Sample.Size","ym"
"4339","Seasonal Influenza","States/Local Areas","California",6,"2017-18",1,"Age","≥6 Months",36.6,"35.3 to 37.9",10838,2017-01-01
"4340","Seasonal Influenza","States/Local Areas","Colorado",8,"2017-18",1,"Age","≥6 Months",41.7,"40.3 to 43.1",7765,2017-01-01
"4341","Seasonal Influenza","States/Local Areas","Connecticut",9,"2017-18",1,"Age","≥6 Months",43.6,"42.2 to 45.0",9648,2017-01-01
"4342","Seasonal Influenza","States/Local Areas","Delaware",10,"2017-18",1,"Age","≥6 Months",44.9,"43.0 to 46.8",6437,2017-01-01
"4343","Seasonal Influenza","States/Local Areas","Florida",12,"2017-18",1,"Age","≥6 Months",31.7,"30.3 to 33.1",13044,2017-01-01
"4344","Seasonal Influenza","States/Local Areas","Georgia",13,"2017-18",1,"Age","≥6 Months",35,"33.8 to 36.2",9328,2017-01-01
"4345","Seasonal Influenza","States/Local Areas","Hawaii",15,"2017-18",1,"Age","≥6 Months",37.6,"35.9 to 39.3",7481,2017-01-01
"4346","Seasonal Influenza","States/Local Areas","Idaho",16,"2017-18",1,"Age","≥6 Months",34,"31.9 to 36.1",4391,2017-01-01
"4347","Seasonal Influenza","States/Local Areas","Illinois",17,"2017-18",1,"Age","≥6 Months",37.2,"35.7 to 38.7",8472,2017-01-01
"4348","Seasonal Influenza","States/Local Areas","Indiana",18,"2017-18",1,"Age","≥6 Months",34.9,"33.5 to 36.3",9863,2017-01-01
"4349","Seasonal Influenza","States/Local Areas","Iowa",19,"2017-18",1,"Age","≥6 Months",44.9,"43.4 to 46.4",7712,2017-01-01
"4350","Seasonal Influenza","States/Local Areas","Kansas",20,"2017-18",1,"Age","≥6 Months",38.6,"37.2 to 40.0",13771,2017-01-01
"4351","Seasonal Influenza","States/Local Areas","Kentucky",21,"2017-18",1,"Age","≥6 Months",40.2,"38.6 to 41.8",8375,2017-01-01
"4352","Seasonal Influenza","States/Local Areas","Louisiana",22,"2017-18",1,"Age","≥6 Months",31.7,"29.3 to 34.1",4291,2017-01-01
"4353","Seasonal Influenza","States/Local Areas","Maine",23,"2017-18",1,"Age","≥6 Months",39.3,"37.7 to 40.9",9298,2017-01-01
"4354","Seasonal Influenza","States/Local Areas","Maryland",24,"2017-18",1,"Age","≥6 Months",45.6,"44.3 to 46.9",14178,2017-01-01
"4355","Seasonal Influenza","States/Local Areas","Massachusetts",25,"2017-18",1,"Age","≥6 Months",46,"44.2 to 47.8",7426,2017-01-01
"4356","Seasonal Influenza","States/Local Areas","Michigan",26,"2017-18",1,"Age","≥6 Months",36.2,"34.8 to 37.6",7542,2017-01-01
"4357","Seasonal Influenza","States/Local Areas","Minnesota",27,"2017-18",1,"Age","≥6 Months",45.5,"44.4 to 46.6",17022,2017-01-01
"4358","Seasonal Influenza","States/Local Areas","Mississippi",28,"2017-18",1,"Age","≥6 Months",36,"34.1 to 37.9",6283,2017-01-01
"4359","Seasonal Influenza","States/Local Areas","Missouri",29,"2017-18",1,"Age","≥6 Months",40.3,"38.3 to 42.3",5994,2017-01-01
"4360","Seasonal Influenza","States/Local Areas","Montana",30,"2017-18",1,"Age","≥6 Months",38.4,"36.1 to 40.7",4892,2017-01-01
"4361","Seasonal Influenza","States/Local Areas","Nebraska",31,"2017-18",1,"Age","≥6 Months",44.5,"43.1 to 45.9",13038,2017-01-01
"4362","Seasonal Influenza","States/Local Areas","Nevada",32,"2017-18",1,"Age","≥6 Months",34.9,"32.6 to 37.2",4645,2017-01-01
"4363","Seasonal Influenza","States/Local Areas","New Hampshire",33,"2017-18",1,"Age","≥6 Months",41,"39.1 to 42.9",6233,2017-01-01
"4364","Seasonal Influenza","States/Local Areas","New Jersey",34,"2017-18",1,"Age","≥6 Months",44.4,"42.3 to 46.5",9526,2017-01-01
"4365","Seasonal Influenza","States/Local Areas","New Mexico",35,"2017-18",1,"Age","≥6 Months",39.8,"38.0 to 41.6",7400,2017-01-01
"4366","Seasonal Influenza","States/Local Areas","New York",36,"2017-18",1,"Age","≥6 Months",36.6,"35.5 to 37.7",22031,2017-01-01
"4367","Seasonal Influenza","States/Local Areas","North Carolina",37,"2017-18",1,"Age","≥6 Months",43,"40.9 to 45.1",5342,2017-01-01
"4368","Seasonal Influenza","States/Local Areas","North Dakota",38,"2017-18",1,"Age","≥6 Months",42.9,"40.3 to 45.5",4798,2017-01-01
"4369","Seasonal Influenza","States/Local Areas","Ohio",39,"2017-18",1,"Age","≥6 Months",39.5,"38.2 to 40.8",12801,2017-01-01
"4370","Seasonal Influenza","States/Local Areas","Oklahoma",40,"2017-18",1,"Age","≥6 Months",41.2,"39.5 to 42.9",6536,2017-01-01
"4371","Seasonal Influenza","States/Local Areas","Oregon",41,"2017-18",1,"Age","≥6 Months",37,"35.3 to 38.7",5197,2017-01-01
"4372","Seasonal Influenza","States/Local Areas","Pennsylvania",42,"2017-18",1,"Age","≥6 Months",42.1,"39.7 to 44.5",7117,2017-01-01
"4373","Seasonal Influenza","States/Local Areas","Rhode Island",44,"2017-18",1,"Age","≥6 Months",45,"43.0 to 47.0",6250,2017-01-01
"4374","Seasonal Influenza","States/Local Areas","South Carolina",45,"2017-18",1,"Age","≥6 Months",40,"38.6 to 41.4",10267,2017-01-01
"4375","Seasonal Influenza","States/Local Areas","South Dakota",46,"2017-18",1,"Age","≥6 Months",46.3,"44.3 to 48.3",8116,2017-01-01
"4376","Seasonal Influenza","States/Local Areas","Tennessee",47,"2017-18",1,"Age","≥6 Months",34.1,"32.2 to 36.0",4963,2017-01-01
"4377","Seasonal Influenza","States/Local Areas","Texas",48,"2017-18",1,"Age","≥6 Months",34.4,"32.9 to 35.9",18715,2017-01-01
"4378","Seasonal Influenza","States/Local Areas","Utah",49,"2017-18",1,"Age","≥6 Months",36.3,"34.9 to 37.7",9382,2017-01-01
"4379","Seasonal Influenza","States/Local Areas","Vermont",50,"2017-18",1,"Age","≥6 Months",41.3,"39.5 to 43.1",6936,2017-01-01
"4380","Seasonal Influenza","States/Local Areas","Virginia",51,"2017-18",1,"Age","≥6 Months",43.9,"42.5 to 45.3",9944,2017-01-01
"4381","Seasonal Influenza","States/Local Areas","Washington",53,"2017-18",1,"Age","≥6 Months",44.8,"43.5 to 46.1",10814,2017-01-01
"4382","Seasonal Influenza","States/Local Areas","West Virginia",54,"2017-18",1,"Age","≥6 Months",44.8,"43.0 to 46.6",6542,2017-01-01
"4383","Seasonal Influenza","States/Local Areas","Wisconsin",55,"2017-18",1,"Age","≥6 Months",37.7,"36.0 to 39.4",6323,2017-01-01
"4384","Seasonal Influenza","States/Local Areas","Wyoming",56,"2017-18",1,"Age","≥6 Months",33.5,"31.7 to 35.3",5306,2017-01-01
"4385","Seasonal Influenza","States/Local Areas","Alabama",1,"2017-18",2,"Age","≥6 Months",41.1,"39.3 to 42.9",7547,2017-02-01
"4386","Seasonal Influenza","States/Local Areas","Alaska",2,"2017-18",2,"Age","≥6 Months",37.2,"34.5 to 39.9",3690,2017-02-01
"4387","Seasonal Influenza","States/Local Areas","Arizona",4,"2017-18",2,"Age","≥6 Months",36.5,"34.9 to 38.1",12285,2017-02-01
"4388","Seasonal Influenza","States/Local Areas","Arkansas",5,"2017-18",2,"Age","≥6 Months",40.5,"38.5 to 42.5",6287,2017-02-01
"4389","Seasonal Influenza","States/Local Areas","California",6,"2017-18",2,"Age","≥6 Months",38.6,"37.3 to 39.9",10838,2017-02-01
"4390","Seasonal Influenza","States/Local Areas","Colorado",8,"2017-18",2,"Age","≥6 Months",43.4,"41.8 to 45.0",7765,2017-02-01
"4391","Seasonal Influenza","States/Local Areas","Connecticut",9,"2017-18",2,"Age","≥6 Months",44.9,"43.5 to 46.3",9648,2017-02-01
"4392","Seasonal Influenza","States/Local Areas","Delaware",10,"2017-18",2,"Age","≥6 Months",46.6,"44.7 to 48.5",6437,2017-02-01
"4393","Seasonal Influenza","States/Local Areas","Florida",12,"2017-18",2,"Age","≥6 Months",33.4,"31.9 to 34.9",13044,2017-02-01
"4394","Seasonal Influenza","States/Local Areas","Georgia",13,"2017-18",2,"Age","≥6 Months",37.1,"35.9 to 38.3",9328,2017-02-01
"4395","Seasonal Influenza","States/Local Areas","Hawaii",15,"2017-18",2,"Age","≥6 Months",40.3,"38.6 to 42.0",7481,2017-02-01
"4396","Seasonal Influenza","States/Local Areas","Idaho",16,"2017-18",2,"Age","≥6 Months",35.4,"33.3 to 37.5",4391,2017-02-01
"4397","Seasonal Influenza","States/Local Areas","Illinois",17,"2017-18",2,"Age","≥6 Months",38.3,"36.7 to 39.9",8472,2017-02-01
"4398","Seasonal Influenza","States/Local Areas","Indiana",18,"2017-18",2,"Age","≥6 Months",36,"34.6 to 37.4",9863,2017-02-01
"4399","Seasonal Influenza","States/Local Areas","Iowa",19,"2017-18",2,"Age","≥6 Months",46,"44.5 to 47.5",7712,2017-02-01
"4400","Seasonal Influenza","States/Local Areas","Kansas",20,"2017-18",2,"Age","≥6 Months",39.9,"38.5 to 41.3",13771,2017-02-01
"4401","Seasonal Influenza","States/Local Areas","Kentucky",21,"2017-18",2,"Age","≥6 Months",41.8,"40.1 to 43.5",8375,2017-02-01
"4402","Seasonal Influenza","States/Local Areas","Louisiana",22,"2017-18",2,"Age","≥6 Months",33.7,"31.3 to 36.1",4291,2017-02-01
"4403","Seasonal Influenza","States/Local Areas","Maine",23,"2017-18",2,"Age","≥6 Months",40.3,"38.7 to 41.9",9298,2017-02-01
"4404","Seasonal Influenza","States/Local Areas","Maryland",24,"2017-18",2,"Age","≥6 Months",47.7,"46.4 to 49.0",14178,2017-02-01
"4405","Seasonal Influenza","States/Local Areas","Massachusetts",25,"2017-18",2,"Age","≥6 Months",47.8,"45.8 to 49.8",7426,2017-02-01
"4406","Seasonal Influenza","States/Local Areas","Michigan",26,"2017-18",2,"Age","≥6 Months",37.8,"36.4 to 39.2",7542,2017-02-01
"4407","Seasonal Influenza","States/Local Areas","Minnesota",27,"2017-18",2,"Age","≥6 Months",46.6,"45.5 to 47.7",17022,2017-02-01
"4408","Seasonal Influenza","States/Local Areas","Mississippi",28,"2017-18",2,"Age","≥6 Months",37.5,"35.4 to 39.6",6283,2017-02-01
"4409","Seasonal Influenza","States/Local Areas","Missouri",29,"2017-18",2,"Age","≥6 Months",41.3,"39.2 to 43.4",5994,2017-02-01
"4410","Seasonal Influenza","States/Local Areas","Montana",30,"2017-18",2,"Age","≥6 Months",40.9,"38.4 to 43.4",4892,2017-02-01
"4411","Seasonal Influenza","States/Local Areas","Nebraska",31,"2017-18",2,"Age","≥6 Months",46.1,"44.7 to 47.5",13038,2017-02-01
"4412","Seasonal Influenza","States/Local Areas","Nevada",32,"2017-18",2,"Age","≥6 Months",37,"34.5 to 39.5",4645,2017-02-01
"4413","Seasonal Influenza","States/Local Areas","New Hampshire",33,"2017-18",2,"Age","≥6 Months",42.7,"40.8 to 44.6",6233,2017-02-01
"4414","Seasonal Influenza","States/Local Areas","New Jersey",34,"2017-18",2,"Age","≥6 Months",45.9,"43.7 to 48.1",9526,2017-02-01
"4415","Seasonal Influenza","States/Local Areas","New Mexico",35,"2017-18",2,"Age","≥6 Months",42.4,"40.6 to 44.2",7400,2017-02-01
"4416","Seasonal Influenza","States/Local Areas","New York",36,"2017-18",2,"Age","≥6 Months",38.2,"37.1 to 39.3",22031,2017-02-01
"4417","Seasonal Influenza","States/Local Areas","North Carolina",37,"2017-18",2,"Age","≥6 Months",44.3,"42.2 to 46.4",5342,2017-02-01
"4418","Seasonal Influenza","States/Local Areas","North Dakota",38,"2017-18",2,"Age","≥6 Months",44.2,"41.6 to 46.8",4798,2017-02-01
"4419","Seasonal Influenza","States/Local Areas","Ohio",39,"2017-18",2,"Age","≥6 Months",41.2,"39.9 to 42.5",12801,2017-02-01
"4420","Seasonal Influenza","States/Local Areas","Oklahoma",40,"2017-18",2,"Age","≥6 Months",42.8,"41.0 to 44.6",6536,2017-02-01
"4421","Seasonal Influenza","States/Local Areas","Oregon",41,"2017-18",2,"Age","≥6 Months",39.5,"37.7 to 41.3",5197,2017-02-01
"4422","Seasonal Influenza","States/Local Areas","Pennsylvania",42,"2017-18",2,"Age","≥6 Months",43.7,"41.1 to 46.3",7117,2017-02-01
"4423","Seasonal Influenza","States/Local Areas","Rhode Island",44,"2017-18",2,"Age","≥6 Months",47,"45.0 to 49.0",6250,2017-02-01
"4424","Seasonal Influenza","States/Local Areas","South Carolina",45,"2017-18",2,"Age","≥6 Months",42.2,"40.7 to 43.7",10267,2017-02-01
"4425","Seasonal Influenza","States/Local Areas","South Dakota",46,"2017-18",2,"Age","≥6 Months",47,"45.0 to 49.0",8116,2017-02-01
"4426","Seasonal Influenza","States/Local Areas","Tennessee",47,"2017-18",2,"Age","≥6 Months",35.1,"33.2 to 37.0",4963,2017-02-01
"4427","Seasonal Influenza","States/Local Areas","Texas",48,"2017-18",2,"Age","≥6 Months",36.2,"34.7 to 37.7",18715,2017-02-01
"4428","Seasonal Influenza","States/Local Areas","Utah",49,"2017-18",2,"Age","≥6 Months",37.3,"35.8 to 38.8",9382,2017-02-01
"4429","Seasonal Influenza","States/Local Areas","Vermont",50,"2017-18",2,"Age","≥6 Months",42.3,"40.5 to 44.1",6936,2017-02-01
"4430","Seasonal Influenza","States/Local Areas","Virginia",51,"2017-18",2,"Age","≥6 Months",46.2,"44.6 to 47.8",9944,2017-02-01
"4431","Seasonal Influenza","States/Local Areas","Washington",53,"2017-18",2,"Age","≥6 Months",46.6,"45.2 to 48.0",10814,2017-02-01
"4432","Seasonal Influenza","States/Local Areas","West Virginia",54,"2017-18",2,"Age","≥6 Months",46.7,"44.9 to 48.5",6542,2017-02-01
"4433","Seasonal Influenza","States/Local Areas","Wisconsin",55,"2017-18",2,"Age","≥6 Months",38.5,"36.8 to 40.2",6323,2017-02-01
"4434","Seasonal Influenza","States/Local Areas","Wyoming",56,"2017-18",2,"Age","≥6 Months",34.9,"33.0 to 36.8",5306,2017-02-01
"4435","Seasonal Influenza","States/Local Areas","Alabama",1,"2017-18",3,"Age","≥6 Months",42,"40.2 to 43.8",7547,2017-03-01
"4436","Seasonal Influenza","States/Local Areas","Alaska",2,"2017-18",3,"Age","≥6 Months",38.9,"36.0 to 41.8",3690,2017-03-01
"4437","Seasonal Influenza","States/Local Areas","Arizona",4,"2017-18",3,"Age","≥6 Months",37.7,"36.1 to 39.3",12285,2017-03-01
"4438","Seasonal Influenza","States/Local Areas","Arkansas",5,"2017-18",3,"Age","≥6 Months",41.4,"39.4 to 43.4",6287,2017-03-01
"4439","Seasonal Influenza","States/Local Areas","California",6,"2017-18",3,"Age","≥6 Months",39.3,"38.0 to 40.6",10838,2017-03-01
"4440","Seasonal Influenza","States/Local Areas","Colorado",8,"2017-18",3,"Age","≥6 Months",44.2,"42.6 to 45.8",7765,2017-03-01
"4441","Seasonal Influenza","States/Local Areas","Connecticut",9,"2017-18",3,"Age","≥6 Months",45.5,"44.1 to 46.9",9648,2017-03-01
"4442","Seasonal Influenza","States/Local Areas","Delaware",10,"2017-18",3,"Age","≥6 Months",47.4,"45.5 to 49.3",6437,2017-03-01
"4443","Seasonal Influenza","States/Local Areas","Florida",12,"2017-18",3,"Age","≥6 Months",34.5,"33.0 to 36.0",13044,2017-03-01
"4444","Seasonal Influenza","States/Local Areas","Georgia",13,"2017-18",3,"Age","≥6 Months",37.5,"36.1 to 38.9",9328,2017-03-01
"4445","Seasonal Influenza","States/Local Areas","Hawaii",15,"2017-18",3,"Age","≥6 Months",41.5,"39.7 to 43.3",7481,2017-03-01
"4446","Seasonal Influenza","States/Local Areas","Idaho",16,"2017-18",3,"Age","≥6 Months",36.5,"34.2 to 38.8",4391,2017-03-01
"4447","Seasonal Influenza","States/Local Areas","Illinois",17,"2017-18",3,"Age","≥6 Months",39.1,"37.5 to 40.7",8472,2017-03-01
"4448","Seasonal Influenza","States/Local Areas","Indiana",18,"2017-18",3,"Age","≥6 Months",36.7,"35.1 to 38.3",9863,2017-03-01
"4449","Seasonal Influenza","States/Local Areas","Iowa",19,"2017-18",3,"Age","≥6 Months",46.6,"45.1 to 48.1",7712,2017-03-01
"4450","Seasonal Influenza","States/Local Areas","Kansas",20,"2017-18",3,"Age","≥6 Months",41,"39.5 to 42.5",13771,2017-03-01
"4451","Seasonal Influenza","States/Local Areas","Kentucky",21,"2017-18",3,"Age","≥6 Months",42.6,"40.8 to 44.4",8375,2017-03-01
"4452","Seasonal Influenza","States/Local Areas","Louisiana",22,"2017-18",3,"Age","≥6 Months",34.6,"32.1 to 37.1",4291,2017-03-01
"4453","Seasonal Influenza","States/Local Areas","Maine",23,"2017-18",3,"Age","≥6 Months",41,"39.4 to 42.6",9298,2017-03-01
"4454","Seasonal Influenza","States/Local Areas","Maryland",24,"2017-18",3,"Age","≥6 Months",48.6,"47.2 to 50.0",14178,2017-03-01
"4455","Seasonal Influenza","States/Local Areas","Massachusetts",25,"2017-18",3,"Age","≥6 Months",48.4,"46.4 to 50.4",7426,2017-03-01
"4456","Seasonal Influenza","States/Local Areas","Michigan",26,"2017-18",3,"Age","≥6 Months",38.7,"37.3 to 40.1",7542,2017-03-01
"4457","Seasonal Influenza","States/Local Areas","Minnesota",27,"2017-18",3,"Age","≥6 Months",47.4,"46.2 to 48.6",17022,2017-03-01
"4458","Seasonal Influenza","States/Local Areas","Mississippi",28,"2017-18",3,"Age","≥6 Months",38.3,"36.1 to 40.5",6283,2017-03-01
"4459","Seasonal Influenza","States/Local Areas","Missouri",29,"2017-18",3,"Age","≥6 Months",42.2,"40.1 to 44.3",5994,2017-03-01
"4460","Seasonal Influenza","States/Local Areas","Montana",30,"2017-18",3,"Age","≥6 Months",41.3,"38.8 to 43.8",4892,2017-03-01
"4461","Seasonal Influenza","States/Local Areas","Nebraska",31,"2017-18",3,"Age","≥6 Months",46.6,"45.2 to 48.0",13038,2017-03-01
"4462","Seasonal Influenza","States/Local Areas","Nevada",32,"2017-18",3,"Age","≥6 Months",38.2,"35.6 to 40.8",4645,2017-03-01
"4463","Seasonal Influenza","States/Local Areas","New Hampshire",33,"2017-18",3,"Age","≥6 Months",43.3,"41.4 to 45.2",6233,2017-03-01
"4464","Seasonal Influenza","States/Local Areas","New Jersey",34,"2017-18",3,"Age","≥6 Months",47.6,"44.9 to 50.3",9526,2017-03-01
"4465","Seasonal Influenza","States/Local Areas","New Mexico",35,"2017-18",3,"Age","≥6 Months",43.1,"41.3 to 44.9",7400,2017-03-01
"4466","Seasonal Influenza","States/Local Areas","New York",36,"2017-18",3,"Age","≥6 Months",39.5,"38.4 to 40.6",22031,2017-03-01
"4467","Seasonal Influenza","States/Local Areas","North Carolina",37,"2017-18",3,"Age","≥6 Months",45.2,"43.1 to 47.3",5342,2017-03-01
"4468","Seasonal Influenza","States/Local Areas","North Dakota",38,"2017-18",3,"Age","≥6 Months",44.8,"42.1 to 47.5",4798,2017-03-01
"4469","Seasonal Influenza","States/Local Areas","Ohio",39,"2017-18",3,"Age","≥6 Months",41.6,"40.3 to 42.9",12801,2017-03-01
"4470","Seasonal Influenza","States/Local Areas","Oklahoma",40,"2017-18",3,"Age","≥6 Months",44.1,"42.3 to 45.9",6536,2017-03-01
"4471","Seasonal Influenza","States/Local Areas","Oregon",41,"2017-18",3,"Age","≥6 Months",39.8,"38.0 to 41.6",5197,2017-03-01
"4472","Seasonal Influenza","States/Local Areas","Pennsylvania",42,"2017-18",3,"Age","≥6 Months",44.8,"42.2 to 47.4",7117,2017-03-01
"4473","Seasonal Influenza","States/Local Areas","Rhode Island",44,"2017-18",3,"Age","≥6 Months",48.5,"46.3 to 50.7",6250,2017-03-01
"4474","Seasonal Influenza","States/Local Areas","South Carolina",45,"2017-18",3,"Age","≥6 Months",43.3,"41.7 to 44.9",10267,2017-03-01
"4475","Seasonal Influenza","States/Local Areas","South Dakota",46,"2017-18",3,"Age","≥6 Months",47.3,"45.3 to 49.3",8116,2017-03-01
"4476","Seasonal Influenza","States/Local Areas","Tennessee",47,"2017-18",3,"Age","≥6 Months",36.1,"34.2 to 38.0",4963,2017-03-01
"4477","Seasonal Influenza","States/Local Areas","Texas",48,"2017-18",3,"Age","≥6 Months",37.1,"35.4 to 38.8",18715,2017-03-01
"4478","Seasonal Influenza","States/Local Areas","Utah",49,"2017-18",3,"Age","≥6 Months",37.9,"36.4 to 39.4",9382,2017-03-01
"4479","Seasonal Influenza","States/Local Areas","Vermont",50,"2017-18",3,"Age","≥6 Months",43.1,"41.3 to 44.9",6936,2017-03-01
"4480","Seasonal Influenza","States/Local Areas","Virginia",51,"2017-18",3,"Age","≥6 Months",46.7,"45.1 to 48.3",9944,2017-03-01
"4481","Seasonal Influenza","States/Local Areas","Washington",53,"2017-18",3,"Age","≥6 Months",47.3,"45.9 to 48.7",10814,2017-03-01
"4482","Seasonal Influenza","States/Local Areas","West Virginia",54,"2017-18",3,"Age","≥6 Months",47.1,"45.3 to 48.9",6542,2017-03-01
"4483","Seasonal Influenza","States/Local Areas","Wisconsin",55,"2017-18",3,"Age","≥6 Months",39.3,"37.5 to 41.1",6323,2017-03-01
"4484","Seasonal Influenza","States/Local Areas","Wyoming",56,"2017-18",3,"Age","≥6 Months",35,"33.1 to 36.9",5306,2017-03-01
"4485","Seasonal Influenza","States/Local Areas","Alabama",1,"2017-18",4,"Age","≥6 Months",42.4,"40.6 to 44.2",7547,2017-04-01
"4486","Seasonal Influenza","States/Local Areas","Alaska",2,"2017-18",4,"Age","≥6 Months",39.5,"36.6 to 42.4",3690,2017-04-01
"4487","Seasonal Influenza","States/Local Areas","Arizona",4,"2017-18",4,"Age","≥6 Months",38.1,"36.4 to 39.8",12285,2017-04-01
"4488","Seasonal Influenza","States/Local Areas","Arkansas",5,"2017-18",4,"Age","≥6 Months",41.7,"39.6 to 43.8",6287,2017-04-01
"4489","Seasonal Influenza","States/Local Areas","California",6,"2017-18",4,"Age","≥6 Months",39.8,"38.5 to 41.1",10838,2017-04-01
"4490","Seasonal Influenza","States/Local Areas","Colorado",8,"2017-18",4,"Age","≥6 Months",44.9,"43.3 to 46.5",7765,2017-04-01
